,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
162,What ' s international in a stadium which can ' t host ?,sports,0.02809576,0.015450208,0.05111282,0.027756229,0.039919455,0.07726378,0.034550417
163,We every final we in last season and we narrowly lost the league ( even when we ’ t have our best in due to ) and you are still doubting ? 😳,sports,0.022945397,0.024425775,0.037028298,0.019574458,0.021276448,0.09748248,0.14592074
164,"making it incredibly hard for himself but the save was brilliant . ’ t been the same after . Worrying ! No improvement in any thing , need to do more . Creativity won ’ t come around the back three .",sports,0.032559406,0.07056634,0.057704818,0.087681204,0.14980559,0.059495524,0.13321394
165,The match check like match .,sports,0.013119632,0.023278149,0.03961429,0.03484894,0.060304463,0.11276914,0.071780115
166,Mane left because ' t respect Black with their little tournament ( ) ... that is why Mane left racist club .,sports,0.5026305,0.2910179,0.76901203,0.22020505,0.08729541,0.7300559,0.040708404
167,Am sure he was talking about,sports,0.027752401,0.03831066,0.093246885,0.06288856,0.06668675,0.20029123,0.08352099
168,supporter here no he wasnt he was put on bail till the later . His bail was removed for that tournament but the incident is still under investigation and the other male is still on bail,sports,0.045778666,0.03902515,0.14278753,0.03365695,0.041809633,0.32557216,0.1591468
169,", then is winning the world cup and next",sports,0.037881445,0.029784163,0.040297426,0.049959656,0.10130583,0.116597995,0.11762514
170,was the one that blank after,sports,0.10515087,0.01841969,0.058718786,0.022609929,0.032649264,0.16985214,0.044457562
171,Drum ✅ 🔜 Beach Soccer,sports,0.027409043,0.060098313,0.0680265,0.116343364,0.091998756,0.13651034,0.11463986
172,000 I want to see him thrive put him back in the or the coach should look at his partnership with in the last,sports,0.13386416,0.027357904,0.021595564,0.01903726,0.039641794,0.54027903,0.18690649
173,"Second accurate tweet from you , Mane was under in , all the always goes to , even when he won the they ’ t even celebrate him but see how nice are treating him",sports,0.0741129,0.02825475,0.036385413,0.032921918,0.027290998,0.33835843,0.08037493
174,always been best . How many and Mane last season . Dude was just lucky to have won and qualify for World Cup on penalty . is far better .,sports,0.017076347,0.016034672,0.020450078,0.011269076,0.015952716,0.09259686,0.086020775
175,always been best . How many and Mane last season . Dude was just lucky to have won and qualify for World Cup on penalty . is far better .,sports,0.017076347,0.016034672,0.020450078,0.011269076,0.015952716,0.09259686,0.086020775
176,always been best . How many and Mane last season . Dude was just lucky to have won and qualify for World Cup on penalty . is far better .,sports,0.017076347,0.016034672,0.020450078,0.011269076,0.015952716,0.09259686,0.086020775
177,"Feel like the “ meta ” strategy so often to pay off , like when was transferred out due to and last season and he then a pen as his , funny how these happen",sports,0.045091953,0.016695116,0.015185594,0.02861296,0.052261118,0.11836118,0.051717162
178,and on the . We go fit win,sports,0.025692256,0.0320089,0.045439396,0.05354101,0.05909711,0.22396451,0.11258723
179,bold Ode 😂 You no see as e play for Union Berlin and for ? Believe,sports,0.06012806,0.049982134,0.08355895,0.030583331,0.030109301,0.43821585,0.05814268
180,Need to find some form been bad since,sports,0.10634898,0.037539538,0.068926886,0.07329433,0.037988234,0.1982265,0.116906084
181,is always football .,sports,0.019019997,0.007958038,0.016170587,0.016487459,0.02599829,0.08360931,0.031028183
182,. this season dier you dey win World Cup and all o . 🤣,sports,0.05653196,0.019919628,0.014751466,0.01883175,0.020068515,0.2018382,0.073527746
183,?,sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,President never to sign again because of,sports,0.052136723,0.06622217,0.13705745,0.08834021,0.05033511,0.2783623,0.116442144
185,: Hockey Men Withdraw From Qualifier,sports,0.10828095,0.042459764,0.1521338,0.07143281,0.07575697,0.17517416,0.12261193
186,We knew him especially from and that is why we preferred him to any defender we were linked to .,sports,0.015132698,0.009749446,0.013965217,0.01416988,0.024155492,0.10371555,0.049890667
187,"As if when and mane went for last season , ' t do extraordinarily well 🙄🙄",sports,0.0112454,0.017867412,0.03274545,0.021610271,0.029490635,0.06575852,0.08286254
188,He us too at,sports,0.037023053,0.026757803,0.03658858,0.038493298,0.048547074,0.18950306,0.1040721
189,Dry because of !,sports,0.11536485,0.030544687,0.044686805,0.050590616,0.058083285,0.0858334,0.07403321
190,Chairman win he ' t celebrated cos they ' t want to hurt,sports,0.105704986,0.057724554,0.0914183,0.06282065,0.050549533,0.41926584,0.30187702
191,"this is a myth , Mane last season was only good after and in the 20 / 21 season , he was good for 2 and was for rest of 9",sports,0.018464668,0.010704988,0.017582187,0.015010846,0.014352392,0.12516266,0.027424065
192,I ’ never forget the first half of last season when literally everybody and their mother was calling him finished it was only until after when their .,sports,0.021380141,0.04296053,0.05472587,0.041743107,0.071916826,0.23103136,0.12792891
193,You ' re spot on . Noway Mane was after tournament .,sports,0.014369122,0.0347549,0.035381265,0.044723745,0.08244534,0.049354944,0.082648985
194,rubbish at ?,sports,0.4151741,0.28646898,0.16460675,0.5079847,0.06934333,0.18644406,0.17513293
195,. They ’ been cooking this agenda since mane won,sports,0.048868883,0.019110292,0.030358482,0.025433794,0.032895777,0.4434226,0.06085052
196,"Of course , we saw that at the and world cup .",sports,0.021518974,0.015035386,0.02240517,0.02166704,0.048389528,0.08597129,0.043046802
197,"Before coming to he was scoring for fun at porto , will come patience is , even didnt score much not after the tournament",sports,0.05093802,0.043155264,0.09480084,0.054779507,0.05949552,0.08036356,0.11785749
198,ball is Fun to watch,sports,0.09978092,0.06209179,0.062493093,0.1279243,0.33989874,0.14916377,0.12737736
199,Qualified for the in Mane ' s first season without Mane He went for and they won all their . Recently won the community shield without Mane . They will not see,sports,0.020130653,0.00984623,0.017185418,0.009114905,0.012367081,0.36805767,0.040260095
200,The pillar built during the reign of Emperor can be mainly divided into five . 1 . Shaft 2 . Bell shaped vase covered with inverted lotus 3 . Abacus 4 . Capital 5 . Wheel,politics,0.065721996,0.023043094,0.028280659,0.029110132,0.03827591,0.018248959,0.0580609
201,The pillar built during the reign of Emperor can be mainly divided into five . 1 . Shaft 2 . Bell shaped vase covered with inverted lotus 3 . Abacus 4 . Capital 5 . Wheel,politics,0.065721996,0.023043094,0.028280659,0.029110132,0.03827591,0.018248959,0.0580609
202,. : State Emblem of is an adaptation of the Lion Capital of the sign ( ) from ; inserted its motto extracted from This is the essence of the Lion incorporated as state emblem,politics,0.016104523,0.018261854,0.040187214,0.02400051,0.05522701,0.046113264,0.078035876
203,The pillar built during the reign of Emperor can be mainly divided into five . 1 . Shaft 2 . Bell shaped vase covered with inverted lotus 3 . Abacus 4 . Capital 5 . Wheel,politics,0.065721996,0.023043094,0.028280659,0.029110132,0.03827591,0.018248959,0.0580609
204,was himself a warrior and only after war and turned to . That ’ t mean his also to be mouth shut .,politics,0.20963,0.17153494,0.060191963,0.14519583,0.1125536,0.63902104,0.27168977
205,since when did ' s lion bare their and begin like never before ? The aggressive and disproportionate version put above the parliament building simply the character and trend that ' s been by you and your .,politics,0.13082063,0.031003896,0.03666654,0.02051886,0.026271762,0.28365472,0.06402899
206,It is not ' s Image . It is the GoI Image .,politics,0.10515087,0.021181034,0.037152287,0.03354622,0.046283934,0.0742658,0.0436787
207,"For all those out there . We took our national emblem idea from . Those are a copy from . Its is still there in . Those , in their original form represent of of our history .",politics,0.050242316,0.013413717,0.027365386,0.017865643,0.026268348,0.11936656,0.029871602
208,this is original lying in museum in,politics,0.15568043,0.09121179,0.10678363,0.16738965,0.07976721,0.5930765,0.11277401
209,He ’ s great just have to get used to him like,politics,0.053335425,0.04470995,0.047344655,0.08143227,0.20504211,0.26354972,0.15655126
210,"After unveiled the national emblem cast atop the new Parliament building , opposition the new design in which the four have their , in contrast to the Lion Capital of Emperor in",politics,0.020130653,0.010590718,0.009635104,0.014909178,0.07879382,0.23286358,0.061734162
211,"What is original ? Original is in the style & ; form it was adopted by the state first to serve as emblem . It may or may not be exactly like over . In its wisdom , some modification might have been done . Why change it now ?",politics,0.025520578,0.012550726,0.024651922,0.01571378,0.03133692,0.068314925,0.032909412
212,I feel like I ’ m so emotional about and ’ s / and Obi - Wan ’ s master apprentice that I physically won ’ t be able to take it one day,politics,0.02262963,0.055755593,0.07532473,0.10465407,0.15826516,0.07532881,0.14918335
213,To completely change the character and nature of the on ' s pillar at is nothing but a brazen insult to ’ s National Symbol,politics,0.13924801,0.11941597,0.15537323,0.14106405,0.041688465,0.2700501,0.06154604
214,Well I think that ’ be .,politics,0.01527153,0.016902221,0.02739009,0.0300456,0.050600152,0.0858201,0.062210575
215,You could have done your homework in the original at before an un - necessary controversy,politics,0.020824814,0.025695467,0.028598743,0.03198723,0.022954257,0.16631569,0.059854236
216,is a made up figure by the . 1 . He ' t convert to after war . 2 . He his half and for the throne . 3 . He and ( who opposed him taking to throne ). Source :,politics,0.089577995,0.02367267,0.028145099,0.017121894,0.023604207,0.3492036,0.11807971
217,Fantastic ! Appreciate this of our beautiful and majestic bronze statue of the - National Emblem !! Love it ❤,politics,0.082104236,0.021592483,0.026508514,0.025012374,0.04566517,0.025288422,0.060960595
218,"If King and or our heritage , it would not have it with a comical lion much like born from origin .",politics,0.103539884,0.059272468,0.15485764,0.048775982,0.07259912,0.63442284,0.094702646
219,"from to , the meditative to lion .",politics,0.027237365,0.015539016,0.025171084,0.01621351,0.01781391,0.086305894,0.083269574
220,Were the lion on top of the original National emblem designed by Congress ? Or was it a reproduction of the original on top of pillar . Was it not a tribute to our heritage or culture ? Is the is part of the heritage .,politics,0.030842619,0.017883161,0.07632967,0.017507028,0.03209716,0.19050466,0.038143605
221,Dear Community ! 🫶 Here comes Creative Challenge 9 Take a moment to reflect on the non - obvious . 😎✨🌻🌷 Win a - D to become a Member . See you on Discord 📲 Link in .,politics,0.027409043,0.1173825,0.12356518,0.11967916,0.059771378,0.17607562,0.13818924
222,"People over the Pillar and the , please read more about the rise and fall of in . I also have a different theory on as we live to believe vis a vis what could have been the reality . Conspiracy .",politics,0.04131502,0.017142473,0.024090024,0.018464852,0.025500905,0.10895186,0.039727725
223,"😂😂 go & ; search the , everyone now that wasnt a pacifist . Cope . did you even read the article that I linked ?",politics,0.05093802,0.014733489,0.029321287,0.013863589,0.018007284,0.19958161,0.036147777
224,Can someone post what is actual stupa and enlighten who the emblem,politics,0.22983712,0.16943891,0.10545935,0.32239372,0.036545742,0.24523458,0.09366949
225,millions before he - this symbol can be prior to ' s time - you disagree ?,politics,0.017909339,0.018072389,0.04882055,0.022436205,0.0138351265,0.1650096,0.026756067
226,the,politics,0.019575324,0.0082031945,0.013117195,0.015974717,0.029562827,0.07289119,0.03895311
227,The National Emblem was adopted from Pillar . It majestic and Emperor like . CALM IN ALL . Not like a hungry ुं ा PREDATOR that lost its mind and is ready to attack . Neither is it aesthetic by any angle . The should order it to be .,politics,0.24418297,0.23138683,0.18231167,0.12569863,0.073648594,0.81403667,0.6942256
228,National Emblem - via why people R making so much fuss about it . only their OWN IMAGE through it . the TYPE image only & ; the whole world it . this can not be great great,politics,0.16482529,0.0679388,0.114237614,0.040710907,0.036902748,0.22138932,0.12958263
229,feel like tier,politics,0.054534122,0.020113572,0.033697624,0.03314539,0.09047649,0.13655522,0.06624504
230,Opposition via why people R making so much fuss about it . only their OWN IMAGE through it . the TYPE image only & ; the whole world it . this can not be great great,politics,0.18549223,0.04365079,0.08073292,0.030665288,0.031823054,0.27716118,0.10579796
231,why people R making so much fuss about it . only their OWN IMAGE through it . the TYPE image only & ; the whole world it . this can not be great great,politics,0.2406723,0.041580595,0.073745854,0.032830574,0.036792014,0.21547712,0.07667452
232,"The ongoing debate is about The pillar which was unveiled by on the top of a new parliament building . So I have a question for all the great of this country you moan , so lion should also ? The lion and it will . -",politics,0.2712817,0.051822104,0.04520025,0.106359355,0.20457467,0.40911916,0.094898716
233,When looking at the ’ s Lion Capital one to keep in mind what those 4 were meant to represent . They proclaiming the Dharma in 4 . One of the given to was The Lion of the .,politics,0.02655065,0.021938335,0.02673784,0.021375889,0.029549299,0.026923655,0.028882558
